Sub_Setor,Tecnico,Fundamentalista,tau,p-valor
Diversos,volume_financeiro,sQtTw,-0.336869620473,0.0
Diversos,volume_financeiro,mQtFb,-0.299163634366,0.0
Diversos,volume_financeiro,meQtFb,-0.178354930336,0.0
Diversos,volume_financeiro,dpQtFb,-0.939611892507,0.0
Diversos,volume_financeiro,vQtFb,-0.939611955479,0.0
Diversos,volume_financeiro,sQtFb,-0.30516081423,0.0
Diversos,volume_financeiro,mQtLk,-0.292298829606,0.0
Diversos,volume_financeiro,meQtLk,-0.149944388653,0.0
Diversos,volume_financeiro,dpQtLk,-0.781720053763,0.0
Diversos,volume_financeiro,vQtLk,-0.781721792943,0.0
Diversos,volume_financeiro,sQtLk,-0.281346876525,0.0
Diversos,volume_financeiro,mQtGp,-0.152905009184,0.0
Diversos,volume_financeiro,meQtGp,-0.13901982984,0.0
Diversos,volume_financeiro,dpQtGp,-0.705115982817,0.0
Diversos,volume_financeiro,vQtGp,-0.705115958987,0.0
Diversos,volume_financeiro,sQtGp,-0.152873745491,0.0
Diversos,volume_financeiro,mPol,-0.392178425658,0.0
Diversos,volume_financeiro,mePol,-0.240965720193,0.0
Diversos,volume_financeiro,dpPol,-0.944597770133,0.0
Diversos,volume_financeiro,vPol,-0.944686005572,0.0
Diversos,volume_financeiro,sPol,-0.39890607677,0.0
Energia Eletrica,media,qt,-0.676808987687,0.0
Energia Eletrica,media,mQtCom,-0.385095469909,0.0
Energia Eletrica,media,meQtCom,-0.374747342882,0.0
Energia Eletrica,media,dpQtCom,-0.794496655762,0.0
Energia Eletrica,media,vQtCom,-0.794496649085,0.0
Energia Eletrica,media,sQtCom,-0.385079550675,0.0
Energia Eletrica,media,mQtTw,-0.444470131198,0.0
Energia Eletrica,media,meQtTw,-0.391566647049,0.0
Energia Eletrica,media,dpQtTw,-0.860373290392,0.0
Energia Eletrica,media,vQtTw,-0.860373190227,0.0
Energia Eletrica,media,sQtTw,-0.444694386721,0.0
Energia Eletrica,media,mQtFb,-0.442174573884,0.0
Energia Eletrica,media,meQtFb,-0.388885419558,0.0
Energia Eletrica,media,dpQtFb,-0.853402629509,0.0
Energia Eletrica,media,vQtFb,-0.85340831691,0.0
Energia Eletrica,media,sQtFb,-0.441721221543,0.0
Energia Eletrica,media,mQtLk,-0.376723557937,0.0
Energia Eletrica,media,meQtLk,-0.373086021972,0.0
Energia Eletrica,media,dpQtLk,-0.801343784239,0.0
Energia Eletrica,media,vQtLk,-0.801343752838,0.0
Energia Eletrica,media,sQtLk,-0.376344953627,0.0
Energia Eletrica,media,mQtGp,-0.373385755541,0.0
Energia Eletrica,media,meQtGp,-0.373336980599,0.0
Energia Eletrica,media,dpQtGp,-0.778874956208,0.0
Energia Eletrica,media,vQtGp,-0.77887495701,0.0
Energia Eletrica,media,sQtGp,-0.373382782778,0.0
Energia Eletrica,media,mPol,-0.718887657927,0.0
Energia Eletrica,media,mePol,-0.672975084411,0.0
Energia Eletrica,media,dpPol,-0.895786015771,0.0
Energia Eletrica,media,vPol,-0.895805947404,0.0
Energia Eletrica,media,sPol,-0.700256817315,0.0
Energia Eletrica,negocios,qt,-0.648131830231,0.0
Energia Eletrica,negocios,mQtCom,-0.210852071379,0.0
Energia Eletrica,negocios,meQtCom,-0.155799819316,0.0
Energia Eletrica,negocios,dpQtCom,-0.691079236777,0.0
Energia Eletrica,negocios,vQtCom,-0.691079235359,0.0
Energia Eletrica,negocios,sQtCom,-0.210799960868,0.0
Energia Eletrica,negocios,mQtTw,-0.322024842654,0.0
Energia Eletrica,negocios,meQtTw,-0.16935106067,0.0
Energia Eletrica,negocios,dpQtTw,-0.755900373176,0.0
Energia Eletrica,negocios,vQtTw,-0.755900352921,0.0
Energia Eletrica,negocios,sQtTw,-0.322678559929,0.0
Energia Eletrica,negocios,mQtFb,-0.28238734111,0.0
Energia Eletrica,negocios,meQtFb,-0.157635133836,0.0
Energia Eletrica,negocios,dpQtFb,-0.741481574969,0.0
Energia Eletrica,negocios,vQtFb,-0.741495723838,0.0
Energia Eletrica,negocios,sQtFb,-0.281867208847,0.0
Energia Eletrica,negocios,mQtLk,-0.21276560559,0.0
Energia Eletrica,negocios,meQtLk,-0.149437048112,0.0
Energia Eletrica,negocios,dpQtLk,-0.699084453302,0.0
Energia Eletrica,negocios,vQtLk,-0.69908444619,0.0
Energia Eletrica,negocios,sQtLk,-0.212658155249,0.0
Energia Eletrica,negocios,mQtGp,-0.15353034745,0.0
Energia Eletrica,negocios,meQtGp,-0.15217990816,0.0
Energia Eletrica,negocios,dpQtGp,-0.666479752015,0.0
Energia Eletrica,negocios,vQtGp,-0.666479752978,0.0
Energia Eletrica,negocios,sQtGp,-0.153530553497,0.0
Energia Eletrica,negocios,mPol,-0.714808493726,0.0
Energia Eletrica,negocios,mePol,-0.647696862226,0.0
Energia Eletrica,negocios,dpPol,-0.863681867393,0.0
Energia Eletrica,negocios,vPol,-0.863716028332,0.0
Energia Eletrica,negocios,sPol,-0.709252427197,0.0
Energia Eletrica,quantidade_papeis,qt,-0.776811756562,0.0
Energia Eletrica,quantidade_papeis,mQtCom,-0.389930246026,0.0
Energia Eletrica,quantidade_papeis,meQtCom,-0.319765758133,0.0
Energia Eletrica,quantidade_papeis,dpQtCom,-0.716080283202,0.0
Energia Eletrica,quantidade_papeis,vQtCom,-0.716080282588,0.0
Energia Eletrica,quantidade_papeis,sQtCom,-0.389829174595,0.0
Energia Eletrica,quantidade_papeis,mQtTw,-0.547169368363,0.0
Energia Eletrica,quantidade_papeis,meQtTw,-0.367545831866,0.0
Energia Eletrica,quantidade_papeis,dpQtTw,-0.809250077217,0.0
Energia Eletrica,quantidade_papeis,vQtTw,-0.809251019169,0.0
Energia Eletrica,quantidade_papeis,sQtTw,-0.544852971795,0.0
Energia Eletrica,quantidade_papeis,mQtFb,-0.506444790506,0.0
Energia Eletrica,quantidade_papeis,meQtFb,-0.346388045711,0.0
Energia Eletrica,quantidade_papeis,dpQtFb,-0.787738315444,0.0
Energia Eletrica,quantidade_papeis,vQtFb,-0.787738487482,0.0
Energia Eletrica,quantidade_papeis,sQtFb,-0.506404915445,0.0
Energia Eletrica,quantidade_papeis,mQtLk,-0.406900232285,0.0
Energia Eletrica,quantidade_papeis,meQtLk,-0.316948794829,0.0
Energia Eletrica,quantidade_papeis,dpQtLk,-0.728993549392,0.0
Energia Eletrica,quantidade_papeis,vQtLk,-0.728993547973,0.0
Energia Eletrica,quantidade_papeis,sQtLk,-0.406770245951,0.0
Energia Eletrica,quantidade_papeis,mQtGp,-0.316169324002,0.0
Energia Eletrica,quantidade_papeis,meQtGp,-0.307856983832,0.0
Energia Eletrica,quantidade_papeis,dpQtGp,-0.676970499962,0.0
Energia Eletrica,quantidade_papeis,vQtGp,-0.676970501114,0.0
Energia Eletrica,quantidade_papeis,sQtGp,-0.316169270588,0.0
Energia Eletrica,quantidade_papeis,mPol,-0.864589585485,0.0
Energia Eletrica,quantidade_papeis,mePol,-0.828664039787,0.0
Energia Eletrica,quantidade_papeis,dpPol,-0.896227329211,0.0
Energia Eletrica,quantidade_papeis,vPol,-0.89625425347,0.0
Energia Eletrica,quantidade_papeis,sPol,-0.877470989425,0.0
Energia Eletrica,volume_financeiro,qt,-0.80071914353,0.0
Energia Eletrica,volume_financeiro,mQtCom,-0.676349513462,0.0
Energia Eletrica,volume_financeiro,meQtCom,-0.638383621145,0.0
Energia Eletrica,volume_financeiro,dpQtCom,-0.890790800957,0.0
Energia Eletrica,volume_financeiro,vQtCom,-0.890790777388,0.0
Energia Eletrica,volume_financeiro,sQtCom,-0.676152700587,0.0
Energia Eletrica,volume_financeiro,mQtTw,-0.773921281402,0.0
Energia Eletrica,volume_financeiro,meQtTw,-0.698631861474,0.0
Energia Eletrica,volume_financeiro,dpQtTw,-0.940375209209,0.0
Energia Eletrica,volume_financeiro,vQtTw,-0.940375193217,0.0
Energia Eletrica,volume_financeiro,sQtTw,-0.774765076558,0.0
Energia Eletrica,volume_financeiro,mQtFb,-0.757012334338,0.0
Energia Eletrica,volume_financeiro,meQtFb,-0.688161392366,0.0
Energia Eletrica,volume_financeiro,dpQtFb,-0.940334777815,0.0
Energia Eletrica,volume_financeiro,vQtFb,-0.940344664937,0.0
Energia Eletrica,volume_financeiro,sQtFb,-0.755932713928,0.0
Energia Eletrica,volume_financeiro,mQtLk,-0.700262512828,0.0
Energia Eletrica,volume_financeiro,meQtLk,-0.641900938174,0.0
Energia Eletrica,volume_financeiro,dpQtLk,-0.915177856234,0.0
Energia Eletrica,volume_financeiro,vQtLk,-0.915176931966,0.0
Energia Eletrica,volume_financeiro,sQtLk,-0.699446066686,0.0
Energia Eletrica,volume_financeiro,mQtGp,-0.635672851928,0.0
Energia Eletrica,volume_financeiro,meQtGp,-0.628153521125,0.0
Energia Eletrica,volume_financeiro,dpQtGp,-0.862048977433,0.0
Energia Eletrica,volume_financeiro,vQtGp,-0.862048979221,0.0
Energia Eletrica,volume_financeiro,sQtGp,-0.635667663621,0.0
Energia Eletrica,volume_financeiro,mPol,-0.788678988398,0.0
Energia Eletrica,volume_financeiro,mePol,-0.733672984085,0.0
Energia Eletrica,volume_financeiro,dpPol,-0.959099767804,0.0
Energia Eletrica,volume_financeiro,vPol,-0.9591017514,0.0
Energia Eletrica,volume_financeiro,sPol,-0.793905189283,0.0
Exploracao de Imoveis,media,qt,-0.851713255883,0.0
Exploracao de Imoveis,media,mQtCom,-0.749399513985,0.0
Exploracao de Imoveis,media,meQtCom,-0.741470077903,0.0
Exploracao de Imoveis,media,dpQtCom,-0.918637867724,0.0
Exploracao de Imoveis,media,vQtCom,-0.918637866384,0.0
Exploracao de Imoveis,media,sQtCom,-0.749326816539,0.0
Exploracao de Imoveis,media,mQtTw,-0.805362555011,0.0
Exploracao de Imoveis,media,meQtTw,-0.773262881476,0.0
Exploracao de Imoveis,media,dpQtTw,-0.941959527194,0.0
Exploracao de Imoveis,media,vQtTw,-0.941965027207,0.0
Exploracao de Imoveis,media,sQtTw,-0.804692165124,0.0
Exploracao de Imoveis,media,mQtFb,-0.793753913179,0.0
Exploracao de Imoveis,media,meQtFb,-0.765667279787,0.0
Exploracao de Imoveis,media,dpQtFb,-0.936869550887,0.0
Exploracao de Imoveis,media,vQtFb,-0.936869507684,0.0
Exploracao de Imoveis,media,sQtFb,-0.792506346411,0.0
Exploracao de Imoveis,media,mQtLk,-0.766573899612,0.0
Exploracao de Imoveis,media,meQtLk,-0.746026704176,0.0
Exploracao de Imoveis,media,dpQtLk,-0.924514326999,0.0
Exploracao de Imoveis,media,vQtLk,-0.924514770634,0.0
Exploracao de Imoveis,media,sQtLk,-0.766486539606,0.0
Exploracao de Imoveis,media,mQtGp,-0.738219189802,0.0
Exploracao de Imoveis,media,meQtGp,-0.738237525955,0.0
Exploracao de Imoveis,media,dpQtGp,-0.91138542626,0.0
Exploracao de Imoveis,media,vQtGp,-0.911385428976,0.0
Exploracao de Imoveis,media,sQtGp,-0.738219650206,0.0
Exploracao de Imoveis,media,mPol,-0.860256643704,0.0
Exploracao de Imoveis,media,mePol,-0.839689777987,0.0
Exploracao de Imoveis,media,dpPol,-0.958813986911,0.0
Exploracao de Imoveis,media,vPol,-0.958833752866,0.0
Exploracao de Imoveis,media,sPol,-0.850363035168,0.0
Exploracao de Imoveis,negocios,qt,-0.699271128721,0.0
Exploracao de Imoveis,negocios,mQtCom,-0.287104996607,0.0
Exploracao de Imoveis,negocios,meQtCom,-0.247278765823,0.0
Exploracao de Imoveis,negocios,dpQtCom,-0.748204069381,0.0
Exploracao de Imoveis,negocios,vQtCom,-0.748204064205,0.0
Exploracao de Imoveis,negocios,sQtCom,-0.287076822553,0.0
Exploracao de Imoveis,negocios,mQtTw,-0.368896137877,0.0
Exploracao de Imoveis,negocios,meQtTw,-0.254739646671,0.0
Exploracao de Imoveis,negocios,dpQtTw,-0.798419092185,0.0
Exploracao de Imoveis,negocios,vQtTw,-0.798420105762,0.0
Exploracao de Imoveis,negocios,sQtTw,-0.368464254563,0.0
Exploracao de Imoveis,negocios,mQtFb,-0.33425361924,0.0
Exploracao de Imoveis,negocios,meQtFb,-0.243346514163,0.0
Exploracao de Imoveis,negocios,dpQtFb,-0.781555697302,0.0
Exploracao de Imoveis,negocios,vQtFb,-0.78155580892,0.0
Exploracao de Imoveis,negocios,sQtFb,-0.334649797961,0.0
Exploracao de Imoveis,negocios,mQtLk,-0.280994276703,0.0
Exploracao de Imoveis,negocios,meQtLk,-0.241620155575,0.0
Exploracao de Imoveis,negocios,dpQtLk,-0.752514813509,0.0
Exploracao de Imoveis,negocios,vQtLk,-0.75251480068,0.0
Exploracao de Imoveis,negocios,sQtLk,-0.280732362468,0.0
Exploracao de Imoveis,negocios,mQtGp,-0.24451618403,0.0
Exploracao de Imoveis,negocios,meQtGp,-0.242429431526,0.0
Exploracao de Imoveis,negocios,dpQtGp,-0.727071714817,0.0
Exploracao de Imoveis,negocios,vQtGp,-0.727071717735,0.0
Exploracao de Imoveis,negocios,sQtGp,-0.244516207344,0.0
Exploracao de Imoveis,negocios,mPol,-0.785151480446,0.0
Exploracao de Imoveis,negocios,mePol,-0.770297882484,0.0
Exploracao de Imoveis,negocios,dpPol,-0.881017417232,0.0
Exploracao de Imoveis,negocios,vPol,-0.881030701715,0.0
Exploracao de Imoveis,negocios,sPol,-0.755090267516,0.0
Exploracao de Imoveis,quantidade_papeis,qt,-0.672421269122,0.0
Exploracao de Imoveis,quantidade_papeis,mQtCom,-0.311741059468,0.0
Exploracao de Imoveis,quantidade_papeis,meQtCom,-0.271121662035,0.0
Exploracao de Imoveis,quantidade_papeis,dpQtCom,-0.917714013938,0.0
Exploracao de Imoveis,quantidade_papeis,vQtCom,-0.91771401273,0.0
Exploracao de Imoveis,quantidade_papeis,sQtCom,-0.31162200201,0.0
Exploracao de Imoveis,quantidade_papeis,mQtTw,-0.42084630949,0.0
Exploracao de Imoveis,quantidade_papeis,meQtTw,-0.305466207631,0.0
Exploracao de Imoveis,quantidade_papeis,dpQtTw,-0.937354624711,0.0
Exploracao de Imoveis,quantidade_papeis,vQtTw,-0.937354615231,0.0
Exploracao de Imoveis,quantidade_papeis,sQtTw,-0.422468340425,0.0
Exploracao de Imoveis,quantidade_papeis,mQtFb,-0.403845373469,0.0
Exploracao de Imoveis,quantidade_papeis,meQtFb,-0.294596769728,0.0
Exploracao de Imoveis,quantidade_papeis,dpQtFb,-0.934211972232,0.0
Exploracao de Imoveis,quantidade_papeis,vQtFb,-0.934211945656,0.0
Exploracao de Imoveis,quantidade_papeis,sQtFb,-0.403280655892,0.0
Exploracao de Imoveis,quantidade_papeis,mQtLk,-0.320285116783,0.0
Exploracao de Imoveis,quantidade_papeis,meQtLk,-0.270655812083,0.0
Exploracao de Imoveis,quantidade_papeis,dpQtLk,-0.921245541477,0.0
Exploracao de Imoveis,quantidade_papeis,vQtLk,-0.921245537417,0.0
Exploracao de Imoveis,quantidade_papeis,sQtLk,-0.320269720678,0.0
Exploracao de Imoveis,quantidade_papeis,mQtGp,-0.27033769297,0.0
Exploracao de Imoveis,quantidade_papeis,meQtGp,-0.266829332589,0.0
Exploracao de Imoveis,quantidade_papeis,dpQtGp,-0.910774433143,0.0
Exploracao de Imoveis,quantidade_papeis,vQtGp,-0.910774434016,0.0
Exploracao de Imoveis,quantidade_papeis,sQtGp,-0.270338780871,0.0
Exploracao de Imoveis,quantidade_papeis,mPol,-0.714426758816,0.0
Exploracao de Imoveis,quantidade_papeis,mePol,-0.64673769444,0.0
Exploracao de Imoveis,quantidade_papeis,dpPol,-0.961209907852,0.0
Exploracao de Imoveis,quantidade_papeis,vPol,-0.961214988627,0.0
Exploracao de Imoveis,quantidade_papeis,sPol,-0.683811767572,0.0
Exploracao de Imoveis,volume_financeiro,qt,-0.732543266994,0.0
Exploracao de Imoveis,volume_financeiro,mQtCom,-0.622488114565,0.0
Exploracao de Imoveis,volume_financeiro,meQtCom,-0.592128222965,0.0
Exploracao de Imoveis,volume_financeiro,dpQtCom,-0.876902680573,0.0
Exploracao de Imoveis,volume_financeiro,vQtCom,-0.876902782681,0.0
Exploracao de Imoveis,volume_financeiro,sQtCom,-0.622901888847,0.0
Exploracao de Imoveis,volume_financeiro,mQtTw,-0.675477167124,0.0
Exploracao de Imoveis,volume_financeiro,meQtTw,-0.618311844641,0.0
Exploracao de Imoveis,volume_financeiro,dpQtTw,-0.927165148573,0.0
Exploracao de Imoveis,volume_financeiro,vQtTw,-0.92716509037,0.0
Exploracao de Imoveis,volume_financeiro,sQtTw,-0.672133279426,0.0
Exploracao de Imoveis,volume_financeiro,mQtFb,-0.657973515687,0.0
Exploracao de Imoveis,volume_financeiro,meQtFb,-0.606468428041,0.0
Exploracao de Imoveis,volume_financeiro,dpQtFb,-0.922320016384,0.0
Exploracao de Imoveis,volume_financeiro,vQtFb,-0.922328679108,0.0
Exploracao de Imoveis,volume_financeiro,sQtFb,-0.654482569625,0.0
Exploracao de Imoveis,volume_financeiro,mQtLk,-0.622597519929,0.0
Exploracao de Imoveis,volume_financeiro,meQtLk,-0.585589407776,0.0
Exploracao de Imoveis,volume_financeiro,dpQtLk,-0.883193873508,0.0
Exploracao de Imoveis,volume_financeiro,vQtLk,-0.88319386893,0.0
Exploracao de Imoveis,volume_financeiro,sQtLk,-0.618165678502,0.0
Exploracao de Imoveis,volume_financeiro,mQtGp,-0.590280942624,0.0
Exploracao de Imoveis,volume_financeiro,meQtGp,-0.58455551739,0.0
Exploracao de Imoveis,volume_financeiro,dpQtGp,-0.841630336997,0.0
Exploracao de Imoveis,volume_financeiro,vQtGp,-0.841630336629,0.0
Exploracao de Imoveis,volume_financeiro,sQtGp,-0.5901783371,0.0
Exploracao de Imoveis,volume_financeiro,mPol,-0.805682837759,0.0
Exploracao de Imoveis,volume_financeiro,mePol,-0.75808867102,0.0
Exploracao de Imoveis,volume_financeiro,dpPol,-0.946208986166,0.0
Exploracao de Imoveis,volume_financeiro,vPol,-0.946282445526,0.0
Exploracao de Imoveis,volume_financeiro,sPol,-0.790069102438,0.0
Fumo,media,qt,-0.623698604485,0.0
Fumo,media,mQtCom,-0.502354294261,0.0
Fumo,media,meQtCom,-0.501300611441,0.0
Fumo,media,dpQtCom,-0.804433574231,0.0
Fumo,media,vQtCom,-0.804433569362,0.0
Fumo,media,sQtCom,-0.501293466781,0.0
Fumo,media,mQtTw,-0.496829251987,0.0
Fumo,media,meQtTw,-0.494741330875,0.0
Fumo,media,dpQtTw,-0.879081931509,0.0
Fumo,media,vQtTw,-0.879082812458,0.0
Fumo,media,sQtTw,-0.496689053322,0.0
Fumo,media,mQtFb,-0.451590979575,0.0
Fumo,media,meQtFb,-0.477189993798,0.0
Fumo,media,dpQtFb,-0.841769587114,0.0
Fumo,media,vQtFb,-0.841883235338,0.0
Fumo,media,sQtFb,-0.452974558644,0.0
Fumo,media,mQtLk,-0.485398777051,0.0
Fumo,media,meQtLk,-0.491677997709,0.0
Fumo,media,dpQtLk,-0.821425715681,0.0
Fumo,media,vQtLk,-0.821425643042,0.0
Fumo,media,sQtLk,-0.4820527138,0.0
Fumo,media,mQtGp,-0.487083824536,0.0
Fumo,media,meQtGp,-0.494013451393,0.0
Fumo,media,dpQtGp,-0.776204221115,0.0
Fumo,media,vQtGp,-0.776203982054,0.0
Fumo,media,sQtGp,-0.486633330014,0.0
Fumo,media,mPol,-0.696398586861,0.0
Fumo,media,mePol,-0.643784741232,0.0
Fumo,media,dpPol,-0.88043970623,0.0
Fumo,media,vPol,-0.88047140699,0.0
Fumo,media,sPol,-0.67873392042,0.0
Fumo,negocios,qt,-0.630866587968,0.0
Fumo,negocios,mQtCom,-0.230758996652,0.0
Fumo,negocios,meQtCom,-0.195609098668,0.0
Fumo,negocios,dpQtCom,-0.81713755644,0.0
Fumo,negocios,vQtCom,-0.817137547921,0.0
Fumo,negocios,sQtCom,-0.230443198038,0.0
Fumo,negocios,mQtTw,-0.312339180344,0.0
Fumo,negocios,meQtTw,-0.198473298921,0.0
Fumo,negocios,dpQtTw,-0.865713800627,0.0
Fumo,negocios,vQtTw,-0.865713694367,0.0
Fumo,negocios,sQtTw,-0.312624837298,0.0
Fumo,negocios,mQtFb,-0.281053237447,0.0
Fumo,negocios,meQtFb,-0.190172891898,0.0
Fumo,negocios,dpQtFb,-0.856605071789,0.0
Fumo,negocios,vQtFb,-0.856605621404,0.0
Fumo,negocios,sQtFb,-0.280907514848,0.0
Fumo,negocios,mQtLk,-0.225891784104,0.0
Fumo,negocios,meQtLk,-0.191193929667,0.0
Fumo,negocios,dpQtLk,-0.825771831828,0.0
Fumo,negocios,vQtLk,-0.825771764427,0.0
Fumo,negocios,sQtLk,-0.225792549275,0.0
Fumo,negocios,mQtGp,-0.196356073685,0.0
Fumo,negocios,meQtGp,-0.197610167599,0.0
Fumo,negocios,dpQtGp,-0.805456010295,0.0
Fumo,negocios,vQtGp,-0.805456017745,0.0
Fumo,negocios,sQtGp,-0.196356147646,0.0
Fumo,negocios,mPol,-0.648749577808,0.0
Fumo,negocios,mePol,-0.591690083508,0.0
Fumo,negocios,dpPol,-0.902764483279,0.0
Fumo,negocios,vPol,-0.902763480675,0.0
Fumo,negocios,sPol,-0.637218123694,0.0
Fumo,quantidade_papeis,qt,-0.613412971755,0.0
Fumo,quantidade_papeis,mQtCom,-0.3472703099,0.0
Fumo,quantidade_papeis,meQtCom,-0.325939611914,0.0
Fumo,quantidade_papeis,dpQtCom,-0.712951374835,0.0
Fumo,quantidade_papeis,vQtCom,-0.712951366476,0.0
Fumo,quantidade_papeis,sQtCom,-0.347328107869,0.0
Fumo,quantidade_papeis,mQtTw,-0.427067018258,0.0
Fumo,quantidade_papeis,meQtTw,-0.335932529667,0.0
Fumo,quantidade_papeis,dpQtTw,-0.776050780838,0.0
Fumo,quantidade_papeis,vQtTw,-0.77605074886,0.0
Fumo,quantidade_papeis,sQtTw,-0.426911180136,0.0
Fumo,quantidade_papeis,mQtFb,-0.395198097301,0.0
Fumo,quantidade_papeis,meQtFb,-0.326023641123,0.0
Fumo,quantidade_papeis,dpQtFb,-0.76200835791,0.0
Fumo,quantidade_papeis,vQtFb,-0.762008316679,0.0
Fumo,quantidade_papeis,sQtFb,-0.394581899887,0.0
Fumo,quantidade_papeis,mQtLk,-0.345509946467,0.0
Fumo,quantidade_papeis,meQtLk,-0.321376831639,0.0
Fumo,quantidade_papeis,dpQtLk,-0.719776855773,0.0
Fumo,quantidade_papeis,vQtLk,-0.719776846825,0.0
Fumo,quantidade_papeis,sQtLk,-0.345012504512,0.0
Fumo,quantidade_papeis,mQtGp,-0.324814850321,0.0
Fumo,quantidade_papeis,meQtGp,-0.32514550675,0.0
Fumo,quantidade_papeis,dpQtGp,-0.696068265148,0.0
Fumo,quantidade_papeis,vQtGp,-0.696068266446,0.0
Fumo,quantidade_papeis,sQtGp,-0.324814801815,0.0
Fumo,quantidade_papeis,mPol,-0.722956469895,0.0
Fumo,quantidade_papeis,mePol,-0.681140103679,0.0
Fumo,quantidade_papeis,dpPol,-0.835819023832,0.0
Fumo,quantidade_papeis,vPol,-0.835853826095,0.0
Fumo,quantidade_papeis,sPol,-0.701586167525,0.0
Fumo,volume_financeiro,qt,-0.717512715322,0.0
Fumo,volume_financeiro,mQtCom,-0.685799070629,0.0
Fumo,volume_financeiro,meQtCom,-0.662466656711,0.0
Fumo,volume_financeiro,dpQtCom,-0.87304323535,0.0
Fumo,volume_financeiro,vQtCom,-0.873043234451,0.0
Fumo,volume_financeiro,sQtCom,-0.685584253952,0.0
Fumo,volume_financeiro,mQtTw,-0.734420219743,0.0
Fumo,volume_financeiro,meQtTw,-0.694421365373,0.0
Fumo,volume_financeiro,dpQtTw,-0.969930471528,0.0
Fumo,volume_financeiro,vQtTw,-0.969930457459,0.0
Fumo,volume_financeiro,sQtTw,-0.73600407375,0.0
Fumo,volume_financeiro,mQtFb,-0.720463795427,0.0
Fumo,volume_financeiro,meQtFb,-0.686309637656,0.0
Fumo,volume_financeiro,dpQtFb,-0.942361909118,0.0
Fumo,volume_financeiro,vQtFb,-0.942361884608,0.0
Fumo,volume_financeiro,sQtFb,-0.719307945705,0.0
Fumo,volume_financeiro,mQtLk,-0.683690500983,0.0
Fumo,volume_financeiro,meQtLk,-0.656278094661,0.0
Fumo,volume_financeiro,dpQtLk,-0.887944568866,0.0
Fumo,volume_financeiro,vQtLk,-0.887945725887,0.0
Fumo,volume_financeiro,sQtLk,-0.682459530053,0.0
Fumo,volume_financeiro,mQtGp,-0.655157060253,0.0
Fumo,volume_financeiro,meQtGp,-0.650353692831,0.0
Fumo,volume_financeiro,dpQtGp,-0.844040357905,0.0
Fumo,volume_financeiro,vQtGp,-0.844040353956,0.0
Fumo,volume_financeiro,sQtGp,-0.655156477466,0.0
Fumo,volume_financeiro,mPol,-0.745127679972,0.0
Fumo,volume_financeiro,mePol,-0.696595562629,0.0
Fumo,volume_financeiro,dpPol,-0.960773894548,0.0
Fumo,volume_financeiro,vPol,-0.960817999188,0.0
Fumo,volume_financeiro,sPol,-0.739139225721,0.0
Holdings Diversificadas,media,qt,-0.712739459154,0.0
Holdings Diversificadas,media,mQtCom,-0.492745868346,0.0
Holdings Diversificadas,media,meQtCom,-0.441253526096,0.0
Holdings Diversificadas,media,dpQtCom,-0.751449549159,0.0
Holdings Diversificadas,media,vQtCom,-0.751449542621,0.0
Holdings Diversificadas,media,sQtCom,-0.492671710272,0.0
Holdings Diversificadas,media,mQtTw,-0.563671033187,0.0
Holdings Diversificadas,media,meQtTw,-0.43585775316,0.0
Holdings Diversificadas,media,dpQtTw,-0.831426257945,0.0
Holdings Diversificadas,media,vQtTw,-0.831434286818,0.0
Holdings Diversificadas,media,sQtTw,-0.56542802201,0.0
Holdings Diversificadas,media,mQtFb,-0.519759268669,0.0
Holdings Diversificadas,media,meQtFb,-0.422825625428,0.0
Holdings Diversificadas,media,dpQtFb,-0.800739069029,0.0
Holdings Diversificadas,media,vQtFb,-0.800740540577,0.0
Holdings Diversificadas,media,sQtFb,-0.52103210026,0.0
Holdings Diversificadas,media,mQtLk,-0.484082663735,0.0
Holdings Diversificadas,media,meQtLk,-0.428419643004,0.0
Holdings Diversificadas,media,dpQtLk,-0.764052069842,0.0
Holdings Diversificadas,media,vQtLk,-0.764052115233,0.0
Holdings Diversificadas,media,sQtLk,-0.483943029479,0.0
Holdings Diversificadas,media,mQtGp,-0.431360306593,0.0
Holdings Diversificadas,media,meQtGp,-0.431787445826,0.0
Holdings Diversificadas,media,dpQtGp,-0.713275114006,0.0
Holdings Diversificadas,media,vQtGp,-0.713275116156,0.0
Holdings Diversificadas,media,sQtGp,-0.431359690447,0.0
Holdings Diversificadas,media,mPol,-0.72372711027,0.0
Holdings Diversificadas,media,mePol,-0.641516365333,0.0
Holdings Diversificadas,media,dpPol,-0.894004762916,0.0
Holdings Diversificadas,media,vPol,-0.894005618473,0.0
Holdings Diversificadas,media,sPol,-0.687803469938,0.0
Holdings Diversificadas,negocios,qt,-0.796457653985,0.0
Holdings Diversificadas,negocios,mQtCom,-0.52746210516,0.0
Holdings Diversificadas,negocios,meQtCom,-0.495703488319,0.0
Holdings Diversificadas,negocios,dpQtCom,-0.762871085841,0.0
Holdings Diversificadas,negocios,vQtCom,-0.762871076257,0.0
Holdings Diversificadas,negocios,sQtCom,-0.527461603488,0.0
Holdings Diversificadas,negocios,mQtTw,-0.594492050092,0.0
Holdings Diversificadas,negocios,meQtTw,-0.511008610141,0.0
Holdings Diversificadas,negocios,dpQtTw,-0.807815061414,0.0
Holdings Diversificadas,negocios,vQtTw,-0.807815128933,0.0
Holdings Diversificadas,negocios,sQtTw,-0.596789127885,0.0
Holdings Diversificadas,negocios,mQtFb,-0.569531332618,0.0
