DiadaSemana,Mes,Dia,Ano,Jornal,Quantidade
Mon,FEV,2,2004,FOLHASP,0
Mon,FEV,2,2004,ESTADAO,6
Tue,FEV,3,2004,G1,0
Tue,FEV,3,2004,FOLHASP,0
Tue,FEV,3,2004,ESTADAO,15
Wed,FEV,4,2004,G1,0
Wed,FEV,4,2004,FOLHASP,0
Wed,FEV,4,2004,ESTADAO,16
Thu,FEV,5,2004,G1,0
Thu,FEV,5,2004,FOLHASP,0
Thu,FEV,5,2004,ESTADAO,16
Fri,FEV,6,2004,G1,0
Fri,FEV,6,2004,FOLHASP,0
Fri,FEV,6,2004,ESTADAO,21
Sat,FEV,7,2004,G1,0
Sat,FEV,7,2004,FOLHASP,0
Sat,FEV,7,2004,ESTADAO,1
Sun,FEV,8,2004,G1,0
Sun,FEV,8,2004,FOLHASP,0
Sun,FEV,8,2004,ESTADAO,4
Mon,FEV,9,2004,G1,0
Mon,FEV,9,2004,FOLHASP,0
Mon,FEV,9,2004,ESTADAO,17
Tue,FEV,10,2004,G1,0
Tue,FEV,10,2004,FOLHASP,0
Tue,FEV,10,2004,ESTADAO,15
Wed,FEV,11,2004,G1,0
Wed,FEV,11,2004,FOLHASP,0
Wed,FEV,11,2004,ESTADAO,17
Thu,FEV,12,2004,G1,0
Thu,FEV,12,2004,FOLHASP,0
Thu,FEV,12,2004,ESTADAO,15
Fri,FEV,13,2004,G1,0
Fri,FEV,13,2004,FOLHASP,0
Fri,FEV,13,2004,ESTADAO,5
Sat,FEV,14,2004,G1,0
Sat,FEV,14,2004,FOLHASP,0
Sat,FEV,14,2004,ESTADAO,0
Sun,FEV,15,2004,G1,0
Sun,FEV,15,2004,FOLHASP,0
Sun,FEV,15,2004,ESTADAO,2
Mon,FEV,16,2004,G1,0
Mon,FEV,16,2004,FOLHASP,0
Mon,FEV,16,2004,ESTADAO,25
Tue,FEV,17,2004,G1,0
Tue,FEV,17,2004,FOLHASP,0
Tue,FEV,17,2004,ESTADAO,13
Wed,FEV,18,2004,G1,0
Wed,FEV,18,2004,FOLHASP,0
Wed,FEV,18,2004,ESTADAO,30
Thu,FEV,19,2004,G1,0
Thu,FEV,19,2004,FOLHASP,0
Thu,FEV,19,2004,ESTADAO,14
Fri,FEV,20,2004,G1,0
Fri,FEV,20,2004,FOLHASP,0
Fri,FEV,20,2004,ESTADAO,24
Sat,FEV,21,2004,G1,0
Sat,FEV,21,2004,FOLHASP,0
Sat,FEV,21,2004,ESTADAO,0
Sun,FEV,22,2004,G1,0
Sun,FEV,22,2004,FOLHASP,0
Sun,FEV,22,2004,ESTADAO,1
Mon,FEV,23,2004,G1,0
Mon,FEV,23,2004,FOLHASP,0
Mon,FEV,23,2004,ESTADAO,2
Tue,FEV,24,2004,G1,0
Tue,FEV,24,2004,FOLHASP,0
Tue,FEV,24,2004,ESTADAO,4
Wed,FEV,25,2004,G1,0
Wed,FEV,25,2004,FOLHASP,0
Wed,FEV,25,2004,ESTADAO,18
Thu,FEV,26,2004,G1,0
Thu,FEV,26,2004,FOLHASP,0
Thu,FEV,26,2004,ESTADAO,24
Fri,FEV,27,2004,G1,0
Fri,FEV,27,2004,FOLHASP,0
Fri,FEV,27,2004,ESTADAO,27
Sat,FEV,28,2004,G1,0
Sat,FEV,28,2004,FOLHASP,0
Sat,FEV,28,2004,ESTADAO,2
Sun,FEV,29,2004,G1,0
Sun,FEV,29,2004,FOLHASP,0
Sun,FEV,29,2004,ESTADAO,2
Mon,MAR,1,2004,G1,0
Mon,MAR,1,2004,FOLHASP,0
Mon,MAR,1,2004,ESTADAO,30
Tue,MAR,2,2004,G1,0
Tue,MAR,2,2004,FOLHASP,0
Tue,MAR,2,2004,ESTADAO,21
Wed,MAR,3,2004,G1,0
Wed,MAR,3,2004,FOLHASP,0
Wed,MAR,3,2004,ESTADAO,18
Thu,MAR,4,2004,G1,0
Thu,MAR,4,2004,FOLHASP,0
Thu,MAR,4,2004,ESTADAO,16
Fri,MAR,5,2004,G1,0
Fri,MAR,5,2004,FOLHASP,0
Fri,MAR,5,2004,ESTADAO,13
Sat,MAR,6,2004,G1,0
Sat,MAR,6,2004,FOLHASP,0
Sat,MAR,6,2004,ESTADAO,1
Sun,MAR,7,2004,G1,0
Sun,MAR,7,2004,FOLHASP,0
Sun,MAR,7,2004,ESTADAO,5
Mon,MAR,8,2004,G1,0
Mon,MAR,8,2004,FOLHASP,0
Mon,MAR,8,2004,ESTADAO,23
Tue,MAR,9,2004,G1,0
Tue,MAR,9,2004,FOLHASP,0
Tue,MAR,9,2004,ESTADAO,23
Wed,MAR,10,2004,G1,0
Wed,MAR,10,2004,FOLHASP,0
Wed,MAR,10,2004,ESTADAO,25
Thu,MAR,11,2004,G1,0
Thu,MAR,11,2004,FOLHASP,0
Thu,MAR,11,2004,ESTADAO,26
Fri,MAR,12,2004,G1,0
Fri,MAR,12,2004,FOLHASP,0
Fri,MAR,12,2004,ESTADAO,8
Sat,MAR,13,2004,G1,0
Sat,MAR,13,2004,FOLHASP,0
Sat,MAR,13,2004,ESTADAO,1
Sun,MAR,14,2004,G1,0
Sun,MAR,14,2004,FOLHASP,0
Sun,MAR,14,2004,ESTADAO,8
Mon,MAR,15,2004,G1,0
Mon,MAR,15,2004,FOLHASP,0
Mon,MAR,15,2004,ESTADAO,7
Tue,MAR,16,2004,G1,0
Tue,MAR,16,2004,FOLHASP,0
Tue,MAR,16,2004,ESTADAO,23
Wed,MAR,17,2004,G1,0
Wed,MAR,17,2004,FOLHASP,0
Wed,MAR,17,2004,ESTADAO,22
Thu,MAR,18,2004,G1,0
Thu,MAR,18,2004,FOLHASP,0
Thu,MAR,18,2004,ESTADAO,21
Fri,MAR,19,2004,G1,0
Fri,MAR,19,2004,FOLHASP,0
Fri,MAR,19,2004,ESTADAO,11
Sat,MAR,20,2004,G1,0
Sat,MAR,20,2004,FOLHASP,0
Sat,MAR,20,2004,ESTADAO,15
Sun,MAR,21,2004,G1,0
Sun,MAR,21,2004,FOLHASP,0
Sun,MAR,21,2004,ESTADAO,6
Mon,MAR,22,2004,G1,0
Mon,MAR,22,2004,FOLHASP,0
Mon,MAR,22,2004,ESTADAO,17
Tue,MAR,23,2004,G1,0
Tue,MAR,23,2004,FOLHASP,0
Tue,MAR,23,2004,ESTADAO,11
Wed,MAR,24,2004,G1,0
Wed,MAR,24,2004,FOLHASP,0
Wed,MAR,24,2004,ESTADAO,20
Thu,MAR,25,2004,G1,0
Thu,MAR,25,2004,FOLHASP,0
Thu,MAR,25,2004,ESTADAO,33
Fri,MAR,26,2004,G1,0
Fri,MAR,26,2004,FOLHASP,0
Fri,MAR,26,2004,ESTADAO,21
Sat,MAR,27,2004,G1,0
Sat,MAR,27,2004,FOLHASP,0
Sat,MAR,27,2004,ESTADAO,11
Sun,MAR,28,2004,G1,0
Sun,MAR,28,2004,FOLHASP,0
Sun,MAR,28,2004,ESTADAO,12
Mon,MAR,29,2004,G1,0
Mon,MAR,29,2004,FOLHASP,0
Mon,MAR,29,2004,ESTADAO,7
Tue,MAR,30,2004,G1,0
Tue,MAR,30,2004,FOLHASP,0
Tue,MAR,30,2004,ESTADAO,33
Wed,MAR,31,2004,G1,0
Wed,MAR,31,2004,FOLHASP,0
Wed,MAR,31,2004,ESTADAO,19
Thu,ABR,1,2004,G1,0
Thu,ABR,1,2004,FOLHASP,0
Thu,ABR,1,2004,ESTADAO,27
Fri,ABR,2,2004,G1,0
Fri,ABR,2,2004,FOLHASP,0
Fri,ABR,2,2004,ESTADAO,14
Sat,ABR,3,2004,G1,0
Sat,ABR,3,2004,FOLHASP,0
Sat,ABR,3,2004,ESTADAO,12
Sun,ABR,4,2004,G1,0
Sun,ABR,4,2004,FOLHASP,0
Sun,ABR,4,2004,ESTADAO,11
Mon,ABR,5,2004,G1,0
Mon,ABR,5,2004,FOLHASP,0
Mon,ABR,5,2004,ESTADAO,23
Tue,ABR,6,2004,G1,0
Tue,ABR,6,2004,FOLHASP,0
Tue,ABR,6,2004,ESTADAO,15
Wed,ABR,7,2004,G1,0
Wed,ABR,7,2004,FOLHASP,0
Wed,ABR,7,2004,ESTADAO,19
Thu,ABR,8,2004,G1,0
Thu,ABR,8,2004,FOLHASP,0
Thu,ABR,8,2004,ESTADAO,11
Fri,ABR,9,2004,G1,0
Fri,ABR,9,2004,FOLHASP,0
Fri,ABR,9,2004,ESTADAO,9
Sat,ABR,10,2004,G1,0
Sat,ABR,10,2004,FOLHASP,0
Sat,ABR,10,2004,ESTADAO,0
Sun,ABR,11,2004,G1,0
Sun,ABR,11,2004,FOLHASP,0
Sun,ABR,11,2004,ESTADAO,11
Mon,ABR,12,2004,G1,0
Mon,ABR,12,2004,FOLHASP,0
Mon,ABR,12,2004,ESTADAO,12
Tue,ABR,13,2004,G1,0
Tue,ABR,13,2004,FOLHASP,0
Tue,ABR,13,2004,ESTADAO,22
Wed,ABR,14,2004,G1,0
Wed,ABR,14,2004,FOLHASP,0
Wed,ABR,14,2004,ESTADAO,25
Thu,ABR,15,2004,G1,0
Thu,ABR,15,2004,FOLHASP,0
Thu,ABR,15,2004,ESTADAO,18
Fri,ABR,16,2004,G1,0
Fri,ABR,16,2004,FOLHASP,0
Fri,ABR,16,2004,ESTADAO,22
Sat,ABR,17,2004,G1,0
Sat,ABR,17,2004,FOLHASP,0
Sat,ABR,17,2004,ESTADAO,2
Sun,ABR,18,2004,G1,0
Sun,ABR,18,2004,FOLHASP,0
Sun,ABR,18,2004,ESTADAO,0
Mon,ABR,19,2004,G1,0
Mon,ABR,19,2004,FOLHASP,0
Mon,ABR,19,2004,ESTADAO,16
Tue,ABR,20,2004,G1,0
Tue,ABR,20,2004,FOLHASP,0
Tue,ABR,20,2004,ESTADAO,26
Wed,ABR,21,2004,G1,0
Wed,ABR,21,2004,FOLHASP,0
Wed,ABR,21,2004,ESTADAO,5
Thu,ABR,22,2004,G1,0
Thu,ABR,22,2004,FOLHASP,0
Thu,ABR,22,2004,ESTADAO,26
Fri,ABR,23,2004,G1,0
Fri,ABR,23,2004,FOLHASP,0
Fri,ABR,23,2004,ESTADAO,12
Sat,ABR,24,2004,G1,0
Sat,ABR,24,2004,FOLHASP,0
Sat,ABR,24,2004,ESTADAO,5
Sun,ABR,25,2004,G1,0
Sun,ABR,25,2004,FOLHASP,0
Sun,ABR,25,2004,ESTADAO,13
Mon,ABR,26,2004,G1,0
Mon,ABR,26,2004,FOLHASP,0
Mon,ABR,26,2004,ESTADAO,17
Tue,ABR,27,2004,G1,0
Tue,ABR,27,2004,FOLHASP,0
Tue,ABR,27,2004,ESTADAO,23
Wed,ABR,28,2004,G1,0
Wed,ABR,28,2004,FOLHASP,0
Wed,ABR,28,2004,ESTADAO,17
Thu,ABR,29,2004,G1,0
Thu,ABR,29,2004,FOLHASP,0
Thu,ABR,29,2004,ESTADAO,32
Fri,ABR,30,2004,G1,0
Fri,ABR,30,2004,FOLHASP,0
Fri,ABR,30,2004,ESTADAO,15
Sat,MAI,1,2004,G1,0
Sat,MAI,1,2004,FOLHASP,0
Sat,MAI,1,2004,ESTADAO,4
Sun,MAI,2,2004,G1,0
Sun,MAI,2,2004,FOLHASP,1
Sun,MAI,2,2004,ESTADAO,0
Mon,MAI,3,2004,G1,0
Mon,MAI,3,2004,FOLHASP,0
Mon,MAI,3,2004,ESTADAO,11
Tue,MAI,4,2004,G1,0
Tue,MAI,4,2004,FOLHASP,0
Tue,MAI,4,2004,ESTADAO,29
Wed,MAI,5,2004,G1,0
Wed,MAI,5,2004,FOLHASP,0
Wed,MAI,5,2004,ESTADAO,16
Thu,MAI,6,2004,G1,0
Thu,MAI,6,2004,FOLHASP,0
Thu,MAI,6,2004,ESTADAO,21
Fri,MAI,7,2004,G1,0
Fri,MAI,7,2004,FOLHASP,0
Fri,MAI,7,2004,ESTADAO,14
Sat,MAI,8,2004,G1,0
Sat,MAI,8,2004,FOLHASP,0
Sat,MAI,8,2004,ESTADAO,1
Sun,MAI,9,2004,G1,0
Sun,MAI,9,2004,FOLHASP,0
Sun,MAI,9,2004,ESTADAO,2
Mon,MAI,10,2004,G1,0
Mon,MAI,10,2004,FOLHASP,0
Mon,MAI,10,2004,ESTADAO,15
Tue,MAI,11,2004,G1,0
Tue,MAI,11,2004,FOLHASP,0
Tue,MAI,11,2004,ESTADAO,20
Wed,MAI,12,2004,G1,0
Wed,MAI,12,2004,FOLHASP,0
Wed,MAI,12,2004,ESTADAO,15
Thu,MAI,13,2004,G1,0
Thu,MAI,13,2004,FOLHASP,0
Thu,MAI,13,2004,ESTADAO,16
Fri,MAI,14,2004,G1,0
Fri,MAI,14,2004,FOLHASP,0
Fri,MAI,14,2004,ESTADAO,22
Sat,MAI,15,2004,G1,0
Sat,MAI,15,2004,FOLHASP,0
Sat,MAI,15,2004,ESTADAO,0
Sun,MAI,16,2004,G1,0
Sun,MAI,16,2004,FOLHASP,0
Sun,MAI,16,2004,ESTADAO,0
Mon,MAI,17,2004,G1,0
Mon,MAI,17,2004,FOLHASP,0
Mon,MAI,17,2004,ESTADAO,15
Tue,MAI,18,2004,G1,0
Tue,MAI,18,2004,FOLHASP,0
Tue,MAI,18,2004,ESTADAO,14
Wed,MAI,19,2004,G1,0
Wed,MAI,19,2004,FOLHASP,0
Wed,MAI,19,2004,ESTADAO,29
Thu,MAI,20,2004,G1,0
Thu,MAI,20,2004,FOLHASP,0
Thu,MAI,20,2004,ESTADAO,19
Fri,MAI,21,2004,G1,0
Fri,MAI,21,2004,FOLHASP,0
Fri,MAI,21,2004,ESTADAO,6
Sat,MAI,22,2004,G1,0
Sat,MAI,22,2004,FOLHASP,0
Sat,MAI,22,2004,ESTADAO,1
Sun,MAI,23,2004,G1,0
Sun,MAI,23,2004,FOLHASP,0
Sun,MAI,23,2004,ESTADAO,14
Mon,MAI,24,2004,G1,0
Mon,MAI,24,2004,FOLHASP,0
Mon,MAI,24,2004,ESTADAO,10
Tue,MAI,25,2004,G1,0
Tue,MAI,25,2004,FOLHASP,0
Tue,MAI,25,2004,ESTADAO,20
Wed,MAI,26,2004,G1,0
Wed,MAI,26,2004,FOLHASP,0
Wed,MAI,26,2004,ESTADAO,13
Thu,MAI,27,2004,G1,0
Thu,MAI,27,2004,FOLHASP,0
Thu,MAI,27,2004,ESTADAO,27
Fri,MAI,28,2004,G1,0
Fri,MAI,28,2004,FOLHASP,0
Fri,MAI,28,2004,ESTADAO,25
Sat,MAI,29,2004,G1,0
Sat,MAI,29,2004,FOLHASP,0
Sat,MAI,29,2004,ESTADAO,3
Sun,MAI,30,2004,G1,0
Sun,MAI,30,2004,FOLHASP,0
Sun,MAI,30,2004,ESTADAO,0
Mon,MAI,31,2004,G1,0
Mon,MAI,31,2004,FOLHASP,0
Mon,MAI,31,2004,ESTADAO,4
Tue,JUN,1,2004,G1,0
Tue,JUN,1,2004,FOLHASP,0
Tue,JUN,1,2004,ESTADAO,22
Wed,JUN,2,2004,G1,0
Wed,JUN,2,2004,FOLHASP,0
Wed,JUN,2,2004,ESTADAO,12
Thu,JUN,3,2004,G1,0
Thu,JUN,3,2004,FOLHASP,0
Thu,JUN,3,2004,ESTADAO,18
Fri,JUN,4,2004,G1,0
Fri,JUN,4,2004,FOLHASP,0
Fri,JUN,4,2004,ESTADAO,8
Sat,JUN,5,2004,G1,0
Sat,JUN,5,2004,FOLHASP,0
Sat,JUN,5,2004,ESTADAO,0
Sun,JUN,6,2004,G1,0
Sun,JUN,6,2004,FOLHASP,0
Sun,JUN,6,2004,ESTADAO,4
Mon,JUN,7,2004,G1,0
Mon,JUN,7,2004,FOLHASP,0
Mon,JUN,7,2004,ESTADAO,13
Tue,JUN,8,2004,G1,0
Tue,JUN,8,2004,FOLHASP,0
Tue,JUN,8,2004,ESTADAO,19
Wed,JUN,9,2004,G1,0
Wed,JUN,9,2004,FOLHASP,0
Wed,JUN,9,2004,ESTADAO,17
Thu,JUN,10,2004,G1,0
Thu,JUN,10,2004,FOLHASP,0
Thu,JUN,10,2004,ESTADAO,7
Fri,JUN,11,2004,G1,0
Fri,JUN,11,2004,FOLHASP,0
Fri,JUN,11,2004,ESTADAO,15
Sat,JUN,12,2004,G1,0
Sat,JUN,12,2004,FOLHASP,0
Sat,JUN,12,2004,ESTADAO,5
Sun,JUN,13,2004,G1,0
Sun,JUN,13,2004,FOLHASP,0
Sun,JUN,13,2004,ESTADAO,2
Mon,JUN,14,2004,G1,0
Mon,JUN,14,2004,FOLHASP,0
Mon,JUN,14,2004,ESTADAO,24
Tue,JUN,15,2004,G1,0
Tue,JUN,15,2004,FOLHASP,0
Tue,JUN,15,2004,ESTADAO,16
Wed,JUN,16,2004,G1,0
Wed,JUN,16,2004,FOLHASP,0
Wed,JUN,16,2004,ESTADAO,23
Thu,JUN,17,2004,G1,0
Thu,JUN,17,2004,FOLHASP,0
Thu,JUN,17,2004,ESTADAO,14
Fri,JUN,18,2004,G1,0
Fri,JUN,18,2004,FOLHASP,0
Fri,JUN,18,2004,ESTADAO,16
Sat,JUN,19,2004,G1,0
Sat,JUN,19,2004,FOLHASP,0
Sat,JUN,19,2004,ESTADAO,1
Sun,JUN,20,2004,G1,0
Sun,JUN,20,2004,FOLHASP,0
Sun,JUN,20,2004,ESTADAO,3
Mon,JUN,21,2004,G1,0
Mon,JUN,21,2004,FOLHASP,0
Mon,JUN,21,2004,ESTADAO,11
Tue,JUN,22,2004,G1,0
Tue,JUN,22,2004,FOLHASP,0
Tue,JUN,22,2004,ESTADAO,16
Wed,JUN,23,2004,G1,0
Wed,JUN,23,2004,FOLHASP,0
Wed,JUN,23,2004,ESTADAO,20
Thu,JUN,24,2004,G1,0
Thu,JUN,24,2004,FOLHASP,0
Thu,JUN,24,2004,ESTADAO,19
Fri,JUN,25,2004,G1,0
Fri,JUN,25,2004,FOLHASP,0
Fri,JUN,25,2004,ESTADAO,17
Sat,JUN,26,2004,G1,0
Sat,JUN,26,2004,FOLHASP,0
Sat,JUN,26,2004,ESTADAO,12
Sun,JUN,27,2004,G1,0
Sun,JUN,27,2004,FOLHASP,0
Sun,JUN,27,2004,ESTADAO,2
Mon,JUN,28,2004,G1,0
Mon,JUN,28,2004,FOLHASP,0
Mon,JUN,28,2004,ESTADAO,14
Tue,JUN,29,2004,G1,0
Tue,JUN,29,2004,FOLHASP,0
Tue,JUN,29,2004,ESTADAO,15
Wed,JUN,30,2004,G1,0
Wed,JUN,30,2004,FOLHASP,0
Wed,JUN,30,2004,ESTADAO,20
Thu,JUL,1,2004,G1,0
Thu,JUL,1,2004,FOLHASP,0
Thu,JUL,1,2004,ESTADAO,18
Fri,JUL,2,2004,G1,0
Fri,JUL,2,2004,FOLHASP,0
Fri,JUL,2,2004,ESTADAO,21
Sat,JUL,3,2004,G1,0
Sat,JUL,3,2004,FOLHASP,0
Sat,JUL,3,2004,ESTADAO,10
Sun,JUL,4,2004,G1,0
Sun,JUL,4,2004,FOLHASP,0
Sun,JUL,4,2004,ESTADAO,2
Mon,JUL,5,2004,G1,0
Mon,JUL,5,2004,FOLHASP,0
Mon,JUL,5,2004,ESTADAO,14
Tue,JUL,6,2004,G1,0
Tue,JUL,6,2004,FOLHASP,0
Tue,JUL,6,2004,ESTADAO,17
Wed,JUL,7,2004,G1,0
Wed,JUL,7,2004,FOLHASP,0
Wed,JUL,7,2004,ESTADAO,14
Thu,JUL,8,2004,G1,0
Thu,JUL,8,2004,FOLHASP,0
Thu,JUL,8,2004,ESTADAO,25
Fri,JUL,9,2004,G1,0
Fri,JUL,9,2004,FOLHASP,0
Fri,JUL,9,2004,ESTADAO,6
Sat,JUL,10,2004,G1,0
Sat,JUL,10,2004,FOLHASP,0
Sat,JUL,10,2004,ESTADAO,9
Sun,JUL,11,2004,G1,0
Sun,JUL,11,2004,FOLHASP,0
Sun,JUL,11,2004,ESTADAO,1
Mon,JUL,12,2004,G1,0
Mon,JUL,12,2004,FOLHASP,0
Mon,JUL,12,2004,ESTADAO,18
Tue,JUL,13,2004,G1,0
Tue,JUL,13,2004,FOLHASP,0
Tue,JUL,13,2004,ESTADAO,14
Wed,JUL,14,2004,G1,0
Wed,JUL,14,2004,FOLHASP,0
Wed,JUL,14,2004,ESTADAO,25
Thu,JUL,15,2004,G1,0
Thu,JUL,15,2004,FOLHASP,0
Thu,JUL,15,2004,ESTADAO,29
Fri,JUL,16,2004,G1,0
Fri,JUL,16,2004,FOLHASP,0
Fri,JUL,16,2004,ESTADAO,22
Sat,JUL,17,2004,G1,0
Sat,JUL,17,2004,FOLHASP,0
Sat,JUL,17,2004,ESTADAO,2
Sun,JUL,18,2004,G1,0
Sun,JUL,18,2004,FOLHASP,0
Sun,JUL,18,2004,ESTADAO,11
Mon,JUL,19,2004,G1,0
Mon,JUL,19,2004,FOLHASP,0
Mon,JUL,19,2004,ESTADAO,21
Tue,JUL,20,2004,G1,0
Tue,JUL,20,2004,FOLHASP,0
Tue,JUL,20,2004,ESTADAO,22
Wed,JUL,21,2004,G1,0
Wed,JUL,21,2004,FOLHASP,0
Wed,JUL,21,2004,ESTADAO,23
Thu,JUL,22,2004,G1,0
Thu,JUL,22,2004,FOLHASP,0
Thu,JUL,22,2004,ESTADAO,14
Fri,JUL,23,2004,G1,0
Fri,JUL,23,2004,FOLHASP,0
Fri,JUL,23,2004,ESTADAO,12
Sat,JUL,24,2004,G1,0
Sat,JUL,24,2004,FOLHASP,0
Sat,JUL,24,2004,ESTADAO,1
Sun,JUL,25,2004,G1,0
Sun,JUL,25,2004,FOLHASP,0
Sun,JUL,25,2004,ESTADAO,1
Mon,JUL,26,2004,G1,0
Mon,JUL,26,2004,FOLHASP,0
Mon,JUL,26,2004,ESTADAO,22
Tue,JUL,27,2004,G1,0
Tue,JUL,27,2004,FOLHASP,0
Tue,JUL,27,2004,ESTADAO,15
Wed,JUL,28,2004,G1,0
Wed,JUL,28,2004,FOLHASP,0
Wed,JUL,28,2004,ESTADAO,15
Thu,JUL,29,2004,G1,0
Thu,JUL,29,2004,FOLHASP,0
Thu,JUL,29,2004,ESTADAO,11
Fri,JUL,30,2004,G1,0
Fri,JUL,30,2004,FOLHASP,0
Fri,JUL,30,2004,ESTADAO,16
Sat,JUL,31,2004,G1,0
Sat,JUL,31,2004,FOLHASP,0
Sat,JUL,31,2004,ESTADAO,2
Sun,AGO,1,2004,G1,0
Sun,AGO,1,2004,FOLHASP,0
Sun,AGO,1,2004,ESTADAO,1
Mon,AGO,2,2004,G1,0
Mon,AGO,2,2004,FOLHASP,0
Mon,AGO,2,2004,ESTADAO,19
Tue,AGO,3,2004,G1,0
Tue,AGO,3,2004,FOLHASP,0
Tue,AGO,3,2004,ESTADAO,17
Wed,AGO,4,2004,G1,0
Wed,AGO,4,2004,FOLHASP,0
Wed,AGO,4,2004,ESTADAO,18
Thu,AGO,5,2004,G1,0
Thu,AGO,5,2004,FOLHASP,0
Thu,AGO,5,2004,ESTADAO,12
Fri,AGO,6,2004,G1,0
Fri,AGO,6,2004,FOLHASP,0
Fri,AGO,6,2004,ESTADAO,16
Sat,AGO,7,2004,G1,0
Sat,AGO,7,2004,FOLHASP,0
Sat,AGO,7,2004,ESTADAO,2
Sun,AGO,8,2004,G1,0
Sun,AGO,8,2004,FOLHASP,0
Sun,AGO,8,2004,ESTADAO,2
Mon,AGO,9,2004,G1,0
Mon,AGO,9,2004,FOLHASP,0
Mon,AGO,9,2004,ESTADAO,15
Tue,AGO,10,2004,G1,0
Tue,AGO,10,2004,FOLHASP,0
Tue,AGO,10,2004,ESTADAO,12
Wed,AGO,11,2004,G1,0
Wed,AGO,11,2004,FOLHASP,0
Wed,AGO,11,2004,ESTADAO,15
Thu,AGO,12,2004,G1,0
Thu,AGO,12,2004,FOLHASP,0
Thu,AGO,12,2004,ESTADAO,15
Fri,AGO,13,2004,G1,0
Fri,AGO,13,2004,FOLHASP,0
Fri,AGO,13,2004,ESTADAO,9
Sat,AGO,14,2004,G1,0
Sat,AGO,14,2004,FOLHASP,0
Sat,AGO,14,2004,ESTADAO,2
Sun,AGO,15,2004,G1,0
Sun,AGO,15,2004,FOLHASP,0
Sun,AGO,15,2004,ESTADAO,2
Mon,AGO,16,2004,G1,0
Mon,AGO,16,2004,FOLHASP,0
Mon,AGO,16,2004,ESTADAO,14
Tue,AGO,17,2004,G1,0
Tue,AGO,17,2004,FOLHASP,0
Tue,AGO,17,2004,ESTADAO,7
Wed,AGO,18,2004,G1,0
Wed,AGO,18,2004,FOLHASP,0
Wed,AGO,18,2004,ESTADAO,16
Thu,AGO,19,2004,G1,0
Thu,AGO,19,2004,FOLHASP,0
Thu,AGO,19,2004,ESTADAO,14
Fri,AGO,20,2004,G1,0
Fri,AGO,20,2004,FOLHASP,0
Fri,AGO,20,2004,ESTADAO,16
Sat,AGO,21,2004,G1,0
Sat,AGO,21,2004,FOLHASP,0
Sat,AGO,21,2004,ESTADAO,1
Sun,AGO,22,2004,G1,0
Sun,AGO,22,2004,FOLHASP,0
Sun,AGO,22,2004,ESTADAO,2
Mon,AGO,23,2004,G1,0
Mon,AGO,23,2004,FOLHASP,0
Mon,AGO,23,2004,ESTADAO,14
Tue,AGO,24,2004,G1,0
Tue,AGO,24,2004,FOLHASP,0
Tue,AGO,24,2004,ESTADAO,18
Wed,AGO,25,2004,G1,0
Wed,AGO,25,2004,FOLHASP,0
Wed,AGO,25,2004,ESTADAO,31
Thu,AGO,26,2004,G1,0
Thu,AGO,26,2004,FOLHASP,0
Thu,AGO,26,2004,ESTADAO,16
Fri,AGO,27,2004,G1,0
Fri,AGO,27,2004,FOLHASP,0
Fri,AGO,27,2004,ESTADAO,16
Sat,AGO,28,2004,G1,0
Sat,AGO,28,2004,FOLHASP,0
Sat,AGO,28,2004,ESTADAO,0
Sun,AGO,29,2004,G1,0
Sun,AGO,29,2004,FOLHASP,0
Sun,AGO,29,2004,ESTADAO,12
Mon,AGO,30,2004,G1,0
Mon,AGO,30,2004,FOLHASP,0
Mon,AGO,30,2004,ESTADAO,18
Tue,AGO,31,2004,G1,0
Tue,AGO,31,2004,FOLHASP,0
Tue,AGO,31,2004,ESTADAO,29
Wed,SET,1,2004,G1,0
Wed,SET,1,2004,FOLHASP,0
Wed,SET,1,2004,ESTADAO,21
Thu,SET,2,2004,G1,0
Thu,SET,2,2004,FOLHASP,0
Thu,SET,2,2004,ESTADAO,27
Fri,SET,3,2004,G1,0
Fri,SET,3,2004,FOLHASP,0
Fri,SET,3,2004,ESTADAO,19
Sat,SET,4,2004,G1,0
Sat,SET,4,2004,FOLHASP,0
Sat,SET,4,2004,ESTADAO,0
Sun,SET,5,2004,G1,0
Sun,SET,5,2004,FOLHASP,0
Sun,SET,5,2004,ESTADAO,1
Mon,SET,6,2004,G1,0
Mon,SET,6,2004,FOLHASP,0
Mon,SET,6,2004,ESTADAO,4
Tue,SET,7,2004,G1,0
Tue,SET,7,2004,FOLHASP,0
Tue,SET,7,2004,ESTADAO,0
Wed,SET,8,2004,G1,0
Wed,SET,8,2004,FOLHASP,0
Wed,SET,8,2004,ESTADAO,19
Thu,SET,9,2004,G1,0
Thu,SET,9,2004,FOLHASP,0
Thu,SET,9,2004,ESTADAO,16
Fri,SET,10,2004,G1,0
Fri,SET,10,2004,FOLHASP,0
Fri,SET,10,2004,ESTADAO,23
Sat,SET,11,2004,G1,0
Sat,SET,11,2004,FOLHASP,0
Sat,SET,11,2004,ESTADAO,1
Sun,SET,12,2004,G1,0
Sun,SET,12,2004,FOLHASP,0
Sun,SET,12,2004,ESTADAO,2
Mon,SET,13,2004,G1,0
Mon,SET,13,2004,FOLHASP,0
Mon,SET,13,2004,ESTADAO,25
Tue,SET,14,2004,G1,0
Tue,SET,14,2004,FOLHASP,0
Tue,SET,14,2004,ESTADAO,13
Wed,SET,15,2004,G1,0
